timestamp,symbol,price,volume,bid,ask,bid_volume,ask_volume,trade_type
2024-01-01 09:32:02,MSFT,300.02,303,300.02,300.03,353,393,trade
2024-01-01 09:32:03,MSFT,300.02,524,300.01,300.04,203,369,trade
2024-01-01 09:32:04,MSFT,300.04,429,300.03,300.05,190,319,trade
2024-01-01 09:32:05,MSFT,300.04,993,300.04,300.05,377,489,trade
2024-01-01 09:32:06,MSFT,300.04,531,300.01,300.06,361,203,trade
2024-01-01 09:32:07,MSFT,300.04,614,300.02,300.06,429,353,trade
2024-01-01 09:32:08,MSFT,300.04,468,300.03,300.04,444,475,trade
2024-01-01 09:32:09,MSFT,300.03,873,300.01,300.05,249,359,trade
2024-01-01 09:32:10,MSFT,300.02,346,300.01,300.03,351,380,trade
2024-01-01 09:32:11,MSFT,300.01,394,299.99,300.03,359,382,trade
2024-01-01 09:32:12,MSFT,300.0,903,299.98,300.03,151,192,trade
2024-01-01 09:32:13,MSFT,300.0,352,299.98,300.03,291,343,trade
2024-01-01 09:32:14,MSFT,300.0,628,299.98,300.02,240,319,trade
2024-01-01 09:32:15,MSFT,300.01,398,300.0,300.02,146,300,trade
2024-01-01 09:32:16,MSFT,300.0,313,299.97,300.02,271,337,trade
2024-01-01 09:32:17,MSFT,300.0,394,299.99,300.01,202,254,trade
2024-01-01 09:32:18,MSFT,300.0,609,299.99,300.0,448,402,trade
2024-01-01 09:32:19,MSFT,300.0,885,299.99,300.02,300,121,trade
2024-01-01 09:32:20,MSFT,300.0,121,299.99,300.01,292,277,trade
2024-01-01 09:32:21,MSFT,300.02,824,300.01,300.03,260,309,trade
2024-01-01 09:32:22,MSFT,300.02,430,299.99,300.04,449,464,trade
2024-01-01 09:32:23,MSFT,300.03,812,300.01,300.04,350,101,trade
2024-01-01 09:32:24,MSFT,300.04,654,300.04,300.05,130,469,trade
2024-01-01 09:32:25,MSFT,300.04,513,300.03,300.05,366,158,trade
2024-01-01 09:32:26,MSFT,300.04,932,300.03,300.05,460,223,trade
2024-01-01 09:32:27,MSFT,300.04,195,300.02,300.05,126,439,trade
2024-01-01 09:32:28,MSFT,300.05,402,300.04,300.05,119,131,trade
2024-01-01 09:32:29,MSFT,300.05,553,300.04,300.06,480,252,trade
2024-01-01 09:32:30,MSFT,300.04,215,300.03,300.06,491,279,trade
2024-01-01 09:32:31,MSFT,300.04,880,300.03,300.05,101,260,trade
2024-01-01 09:32:32,MSFT,300.04,225,300.02,300.06,303,443,trade
2024-01-01 09:32:33,MSFT,300.04,895,300.02,300.05,314,361,trade
2024-01-01 09:32:34,MSFT,300.04,719,300.03,300.05,323,369,trade
2024-01-01 09:32:35,MSFT,300.04,493,300.03,300.05,416,101,trade
2024-01-01 09:32:36,MSFT,300.03,350,300.01,300.04,336,464,trade
2024-01-01 09:32:37,MSFT,300.04,540,300.04,300.05,125,390,trade
2024-01-01 09:32:38,MSFT,300.03,630,300.02,300.04,184,479,trade
2024-01-01 09:32:39,MSFT,300.04,556,300.02,300.05,221,145,trade
2024-01-01 09:32:40,MSFT,300.07,631,300.06,300.08,111,482,trade
2024-01-01 09:32:41,MSFT,300.07,658,300.05,300.09,388,142,trade
2024-01-01 09:32:42,MSFT,300.08,682,300.07,300.09,365,110,trade
2024-01-01 09:32:43,MSFT,300.07,800,300.05,300.09,170,230,trade
2024-01-01 09:32:44,MSFT,300.08,430,300.06,300.09,106,416,trade
2024-01-01 09:32:45,MSFT,300.07,371,300.05,300.09,197,214,trade
2024-01-01 09:32:46,MSFT,300.07,425,300.06,300.08,321,190,trade
2024-01-01 09:32:47,MSFT,300.05,758,300.03,300.07,407,472,trade
2024-01-01 09:32:48,MSFT,300.03,521,300.02,300.05,296,354,trade
2024-01-01 09:32:49,MSFT,300.05,676,300.03,300.06,120,153,trade
2024-01-01 09:32:50,MSFT,300.02,489,300.0,300.04,410,430,trade
2024-01-01 09:32:51,MSFT,300.02,257,300.0,300.04,484,375,trade
2024-01-01 09:32:52,MSFT,300.02,432,300.0,300.04,298,261,trade
2024-01-01 09:32:53,MSFT,300.02,819,300.0,300.03,165,162,trade
2024-01-01 09:32:54,MSFT,300.01,168,299.98,300.03,126,468,trade
2024-01-01 09:32:55,MSFT,300.02,355,300.01,300.03,263,122,trade
2024-01-01 09:32:56,MSFT,300.01,176,299.99,300.03,209,432,trade
2024-01-01 09:32:57,MSFT,300.01,248,300.0,300.03,365,405,trade
2024-01-01 09:32:58,MSFT,300.02,727,300.02,300.03,246,167,trade
2024-01-01 09:32:59,MSFT,300.03,139,300.01,300.05,418,100,trade
2024-01-01 09:33:00,MSFT,300.04,819,300.03,300.05,370,488,trade
2024-01-01 09:33:01,MSFT,300.03,984,300.02,300.04,476,239,trade
2024-01-01 09:33:02,MSFT,300.04,418,300.03,300.04,342,306,trade
2024-01-01 09:33:03,MSFT,300.03,911,300.01,300.05,212,413,trade
2024-01-01 09:33:04,MSFT,300.04,813,300.03,300.04,293,430,trade
2024-01-01 09:33:05,MSFT,300.01,908,300.0,300.02,323,441,trade
2024-01-01 09:33:06,MSFT,300.01,548,299.99,300.02,413,102,trade
2024-01-01 09:33:07,MSFT,300.01,187,299.98,300.03,114,498,trade
2024-01-01 09:33:08,MSFT,300.01,424,299.99,300.03,393,214,trade
2024-01-01 09:33:09,MSFT,300.0,774,299.98,300.02,283,276,trade
2024-01-01 09:33:10,MSFT,299.99,180,299.99,300.0,346,311,trade
2024-01-01 09:33:11,MSFT,299.98,810,299.96,300.0,376,310,trade
2024-01-01 09:33:12,MSFT,299.98,628,299.95,300.0,349,300,trade
2024-01-01 09:33:13,MSFT,299.96,798,299.95,299.98,317,446,trade
2024-01-01 09:33:14,MSFT,299.97,566,299.96,299.97,303,326,trade
2024-01-01 09:33:15,MSFT,299.96,874,299.94,299.98,438,111,trade
2024-01-01 09:33:16,MSFT,299.95,219,299.94,299.96,194,171,trade
2024-01-01 09:33:17,MSFT,299.95,609,299.93,299.96,254,213,trade
2024-01-01 09:33:18,MSFT,299.95,661,299.94,299.96,257,317,trade
2024-01-01 09:33:19,MSFT,299.94,852,299.93,299.96,164,339,trade
2024-01-01 09:33:20,MSFT,299.95,173,299.94,299.97,361,119,trade
2024-01-01 09:33:21,MSFT,299.94,610,299.93,299.95,185,393,trade
2024-01-01 09:33:22,MSFT,299.95,875,299.94,299.96,249,300,trade
2024-01-01 09:33:23,MSFT,299.96,899,299.95,299.97,256,170,trade
2024-01-01 09:33:24,MSFT,299.97,957,299.95,300.0,393,142,trade
2024-01-01 09:33:25,MSFT,299.98,617,299.98,299.99,470,459,trade
2024-01-01 09:33:26,MSFT,299.98,297,299.97,299.99,380,291,trade
2024-01-01 09:33:27,MSFT,300.0,254,299.99,300.0,117,476,trade
2024-01-01 09:33:28,MSFT,299.99,249,299.98,300.01,429,324,trade
2024-01-01 09:33:29,MSFT,300.0,225,299.99,300.01,300,408,trade
2024-01-01 09:33:30,MSFT,299.99,712,299.98,300.01,447,212,trade
2024-01-01 09:33:31,MSFT,299.98,331,299.96,299.99,302,157,trade
2024-01-01 09:33:32,MSFT,299.98,735,299.97,299.99,289,319,trade
2024-01-01 09:33:33,MSFT,299.98,757,299.96,300.0,422,370,trade
2024-01-01 09:33:34,MSFT,299.98,481,299.96,300.0,269,221,trade
2024-01-01 09:33:35,MSFT,299.99,583,299.96,300.01,415,387,trade
2024-01-01 09:33:36,MSFT,299.98,789,299.96,300.0,102,418,trade
2024-01-01 09:33:37,MSFT,299.98,693,299.97,299.99,161,473,trade
2024-01-01 09:33:38,MSFT,299.99,521,299.97,300.01,174,121,trade
2024-01-01 09:33:39,MSFT,300.0,517,299.99,300.01,154,193,trade
2024-01-01 09:33:40,MSFT,299.99,693,299.97,300.01,108,200,trade
2024-01-01 09:33:41,MSFT,300.0,870,299.98,300.01,421,496,trade
2024-01-01 09:33:42,MSFT,299.98,890,299.96,299.99,124,288,trade
2024-01-01 09:33:43,MSFT,299.99,972,299.98,300.0,492,333,trade
2024-01-01 09:33:44,MSFT,300.0,103,299.97,300.02,119,317,trade
2024-01-01 09:33:45,MSFT,299.99,474,299.98,300.0,428,106,trade
2024-01-01 09:33:46,MSFT,299.99,390,299.97,300.01,367,102,trade
2024-01-01 09:33:47,MSFT,299.98,361,299.96,300.0,469,136,trade
2024-01-01 09:33:48,MSFT,299.98,252,299.98,299.99,206,388,trade
2024-01-01 09:33:49,MSFT,300.0,716,299.99,300.01,360,443,trade
2024-01-01 09:33:50,MSFT,300.0,253,299.98,300.02,392,245,trade
2024-01-01 09:33:51,MSFT,300.0,857,299.99,300.02,326,244,trade
2024-01-01 09:33:52,MSFT,300.0,323,299.99,300.01,499,369,trade
2024-01-01 09:33:53,MSFT,299.98,502,299.96,300.01,211,407,trade
2024-01-01 09:33:54,MSFT,299.98,735,299.96,300.01,418,289,trade
2024-01-01 09:33:55,MSFT,299.98,778,299.96,300.0,255,398,trade
2024-01-01 09:33:56,MSFT,299.99,423,299.98,300.01,495,282,trade
2024-01-01 09:33:57,MSFT,300.0,550,299.98,300.02,367,488,trade
2024-01-01 09:33:58,MSFT,300.01,754,300.0,300.03,310,451,trade
2024-01-01 09:33:59,MSFT,300.01,527,299.99,300.02,119,180,trade
2024-01-01 09:34:00,MSFT,300.0,379,300.0,300.01,341,408,trade
2024-01-01 09:34:01,MSFT,300.0,452,299.99,300.02,238,441,trade
2024-01-01 09:34:02,MSFT,300.0,632,300.0,300.01,420,233,trade
2024-01-01 09:34:03,MSFT,300.01,352,299.99,300.03,219,198,trade
2024-01-01 09:34:04,MSFT,299.99,614,299.97,300.02,464,341,trade
2024-01-01 09:34:05,MSFT,299.99,737,299.96,300.01,393,292,trade
2024-01-01 09:34:06,MSFT,299.98,571,299.97,299.99,429,421,trade
2024-01-01 09:34:07,MSFT,299.97,734,299.97,299.98,354,424,trade
2024-01-01 09:34:08,MSFT,299.96,907,299.95,299.98,357,443,trade
2024-01-01 09:34:09,MSFT,299.96,776,299.95,299.98,176,246,trade
2024-01-01 09:34:10,MSFT,299.96,913,299.96,299.97,230,445,trade
2024-01-01 09:34:11,MSFT,299.97,923,299.96,299.99,170,393,trade
2024-01-01 09:34:12,MSFT,299.97,377,299.96,299.98,490,193,trade
2024-01-01 09:34:13,MSFT,299.96,964,299.94,299.98,116,269,trade
2024-01-01 09:34:14,MSFT,299.96,779,299.95,299.98,161,273,trade
2024-01-01 09:34:15,MSFT,299.96,942,299.94,299.98,361,271,trade
2024-01-01 09:34:16,MSFT,299.96,164,299.94,299.98,167,161,trade
2024-01-01 09:34:17,MSFT,299.96,389,299.94,299.98,414,378,trade
2024-01-01 09:34:18,MSFT,299.97,205,299.94,299.99,100,262,trade
2024-01-01 09:34:19,MSFT,299.96,304,299.93,299.98,348,188,trade
2024-01-01 09:34:20,MSFT,299.97,287,299.95,299.99,151,151,trade
2024-01-01 09:34:21,MSFT,299.97,770,299.95,299.99,314,179,trade
2024-01-01 09:34:22,MSFT,299.97,774,299.95,299.99,224,296,trade
2024-01-01 09:34:23,MSFT,299.97,556,299.95,300.0,352,201,trade
2024-01-01 09:34:24,MSFT,299.98,488,299.97,299.98,168,147,trade
2024-01-01 09:34:25,MSFT,299.98,531,299.96,299.99,313,123,trade
2024-01-01 09:34:26,MSFT,299.95,288,299.94,299.96,432,397,trade
2024-01-01 09:34:27,MSFT,299.93,486,299.91,299.95,317,327,trade
2024-01-01 09:34:28,MSFT,299.92,722,299.91,299.93,220,349,trade
2024-01-01 09:34:29,MSFT,299.94,757,299.93,299.95,478,365,trade
2024-01-01 09:34:30,MSFT,299.95,520,299.94,299.96,283,422,trade
2024-01-01 09:34:31,MSFT,299.94,980,299.93,299.96,222,156,trade
2024-01-01 09:34:32,MSFT,299.96,785,299.95,299.96,340,242,trade
2024-01-01 09:34:33,MSFT,299.96,847,299.95,299.98,372,391,trade
2024-01-01 09:34:34,MSFT,299.95,977,299.93,299.97,253,121,trade
2024-01-01 09:34:35,MSFT,299.95,126,299.93,299.96,246,227,trade
2024-01-01 09:34:36,MSFT,299.94,804,299.92,299.97,111,283,trade
2024-01-01 09:34:37,MSFT,299.95,388,299.92,299.97,313,396,trade
2024-01-01 09:34:38,MSFT,299.94,939,299.94,299.95,151,158,trade
2024-01-01 09:34:39,MSFT,299.96,113,299.93,299.98,388,411,trade
2024-01-01 09:34:40,MSFT,299.95,189,299.93,299.97,227,473,trade
2024-01-01 09:34:41,MSFT,299.96,430,299.95,299.98,463,443,trade
2024-01-01 09:34:42,MSFT,299.97,524,299.95,299.99,136,152,trade
2024-01-01 09:34:43,MSFT,299.98,804,299.96,300.0,360,151,trade
2024-01-01 09:34:44,MSFT,299.98,102,299.96,299.99,355,438,trade
2024-01-01 09:34:45,MSFT,299.98,969,299.97,299.99,473,172,trade
2024-01-01 09:34:46,MSFT,299.99,193,299.98,300.0,430,388,trade
2024-01-01 09:34:47,MSFT,299.99,223,299.97,300.01,292,152,trade
2024-01-01 09:34:48,MSFT,299.98,452,299.96,299.99,112,180,trade
2024-01-01 09:34:49,MSFT,299.97,915,299.95,299.98,165,467,trade
2024-01-01 09:34:50,MSFT,299.97,729,299.96,299.98,225,456,trade
2024-01-01 09:34:51,MSFT,299.98,384,299.97,299.99,287,142,trade
2024-01-01 09:34:52,MSFT,299.98,379,299.97,300.0,359,447,trade
2024-01-01 09:34:53,MSFT,299.98,406,299.97,299.99,183,101,trade
2024-01-01 09:34:54,MSFT,299.97,257,299.96,299.99,493,119,trade
2024-01-01 09:34:55,MSFT,299.97,152,299.96,299.99,321,344,trade
2024-01-01 09:34:56,MSFT,299.97,848,299.94,299.99,155,328,trade
2024-01-01 09:34:57,MSFT,299.97,616,299.95,300.0,330,403,trade
2024-01-01 09:34:58,MSFT,299.98,847,299.97,299.99,282,175,trade
2024-01-01 09:34:59,MSFT,299.97,781,299.96,299.98,217,404,trade
2024-01-01 09:35:00,MSFT,299.97,363,299.95,299.99,190,189,trade
2024-01-01 09:35:01,MSFT,299.99,892,299.98,299.99,258,246,trade
2024-01-01 09:35:02,MSFT,299.97,926,299.95,300.0,169,355,trade
2024-01-01 09:35:03,MSFT,299.97,210,299.96,299.99,430,299,trade
2024-01-01 09:35:04,MSFT,299.98,419,299.97,299.98,362,289,trade
2024-01-01 09:35:05,MSFT,299.98,370,299.96,299.99,179,360,trade
2024-01-01 09:35:06,MSFT,299.98,331,299.97,299.98,426,428,trade
2024-01-01 09:35:07,MSFT,299.97,494,299.95,299.98,353,352,trade
2024-01-01 09:35:08,MSFT,299.98,858,299.97,299.99,465,257,trade
2024-01-01 09:35:09,MSFT,299.97,291,299.96,299.99,344,324,trade
2024-01-01 09:35:10,MSFT,299.98,502,299.97,300.0,380,493,trade
2024-01-01 09:35:11,MSFT,299.97,290,299.95,299.99,326,133,trade
2024-01-01 09:35:12,MSFT,299.97,214,299.95,299.98,171,440,trade
2024-01-01 09:35:13,MSFT,299.96,681,299.94,299.97,210,140,trade
2024-01-01 09:35:14,MSFT,299.96,915,299.95,299.97,162,406,trade
2024-01-01 09:35:15,MSFT,299.96,854,299.94,299.98,380,103,trade
2024-01-01 09:35:16,MSFT,299.97,652,299.95,299.99,179,178,trade
2024-01-01 09:35:17,MSFT,299.96,980,299.95,299.97,396,347,trade
2024-01-01 09:35:18,MSFT,299.95,905,299.94,299.96,387,457,trade
2024-01-01 09:35:19,MSFT,299.94,815,299.93,299.96,130,122,trade
2024-01-01 09:35:20,MSFT,299.94,790,299.92,299.97,498,112,trade
2024-01-01 09:35:21,MSFT,299.94,840,299.92,299.95,130,152,trade
2024-01-01 09:35:22,MSFT,299.94,678,299.92,299.96,215,290,trade
2024-01-01 09:35:23,MSFT,299.94,420,299.92,299.96,325,182,trade
2024-01-01 09:35:24,MSFT,299.94,424,299.92,299.95,328,264,trade
2024-01-01 09:35:25,MSFT,299.93,495,299.92,299.94,419,274,trade
2024-01-01 09:35:26,MSFT,299.93,462,299.92,299.94,275,458,trade
2024-01-01 09:35:27,MSFT,299.94,406,299.94,299.95,195,121,trade
2024-01-01 09:35:28,MSFT,299.95,410,299.93,299.98,284,310,trade
2024-01-01 09:35:29,MSFT,299.96,245,299.95,299.98,336,295,trade
2024-01-01 09:35:30,MSFT,299.95,835,299.94,299.96,224,392,trade
2024-01-01 09:35:31,MSFT,299.95,372,299.93,299.97,377,265,trade
2024-01-01 09:35:32,MSFT,299.94,227,299.93,299.95,201,277,trade
2024-01-01 09:35:33,MSFT,299.94,167,299.92,299.96,299,150,trade
2024-01-01 09:35:34,MSFT,299.94,638,299.92,299.95,329,228,trade
2024-01-01 09:35:35,MSFT,299.92,309,299.92,299.93,426,468,trade
2024-01-01 09:35:36,MSFT,299.93,680,299.93,299.94,102,482,trade
2024-01-01 09:35:37,MSFT,299.94,806,299.92,299.96,494,419,trade
2024-01-01 09:35:38,MSFT,299.95,948,299.93,299.96,152,164,trade
2024-01-01 09:35:39,MSFT,299.95,927,299.93,299.96,388,420,trade
2024-01-01 09:35:40,MSFT,299.97,788,299.94,299.99,382,396,trade
2024-01-01 09:35:41,MSFT,299.97,277,299.95,299.98,478,181,trade
2024-01-01 09:35:42,MSFT,299.97,562,299.95,299.99,331,362,trade
2024-01-01 09:35:43,MSFT,299.97,267,299.96,299.99,284,300,trade
2024-01-01 09:35:44,MSFT,299.96,950,299.95,299.97,467,354,trade
2024-01-01 09:35:45,MSFT,299.94,431,299.92,299.95,440,403,trade
2024-01-01 09:35:46,MSFT,299.93,197,299.93,299.94,165,216,trade
2024-01-01 09:35:47,MSFT,299.95,309,299.94,299.95,156,346,trade
2024-01-01 09:35:48,MSFT,299.94,568,299.93,299.95,384,230,trade
2024-01-01 09:35:49,MSFT,299.95,400,299.94,299.97,352,333,trade
2024-01-01 09:35:50,MSFT,299.95,313,299.93,299.96,219,315,trade
2024-01-01 09:35:51,MSFT,299.96,191,299.95,299.97,131,102,trade
2024-01-01 09:35:52,MSFT,299.98,242,299.97,299.98,102,256,trade
2024-01-01 09:35:53,MSFT,299.97,806,299.95,299.99,353,143,trade
2024-01-01 09:35:54,MSFT,299.94,897,299.92,299.96,293,264,trade
2024-01-01 09:35:55,MSFT,299.94,400,299.93,299.96,490,263,trade
2024-01-01 09:35:56,MSFT,299.96,804,299.95,299.97,111,246,trade
